depth,thickness
8247.70,6.40
8251.31,3.61
8255.14,3.84
8259.36,4.21
8264.40,5.04
8267.26,2.86
8272.83,5.57
8280.20,7.37
8292.39,12.19
8297.65,5.27
8304.35,6.70
8317.97,13.62
8320.37,2.41
8322.86,2.48
8326.24,3.39
8328.88,2.63
8332.34,3.46
8337.08,4.74
8341.59,4.51
8347.01,5.42
8354.53,7.52
8360.93,6.39
8368.37,7.45
8409.23,40.85
8411.79,2.56
8415.02,3.24
8418.78,3.76
8422.09,3.31
8431.65,9.56
8436.76,5.12
8443.99,7.22
8450.68,6.70
8458.66,7.97
8469.94,11.29
8475.96,6.02
8482.21,6.24
8489.58,7.37
8495.90,6.32
8499.74,3.84
8504.10,4.36
8507.94,3.84
8515.61,7.67
8523.21,7.60
,
,
,
,
,
,
,
,
,
,
,
,
,
,
