depth ,thickness
6491.17,3.46
6493.96,2.79
6499.68,5.72
6502.32,2.64
6505.10,2.79
6514.52,9.41
6519.26,4.74
6523.55,4.29
6528.30,4.74
6535.30,7.00
6540.42,5.12
6543.43,3.01
6547.35,3.92
6551.94,4.59
6557.21,5.27
6561.35,4.14
6566.40,5.04
6570.84,4.44
6579.73,8.89
6584.85,5.12
6589.67,4.82
6594.64,4.97
6602.62,7.98
6610.75,8.13
6619.94,9.19
6649.91,29.97
6653.45,3.54
6657.51,4.07
6661.88,4.37
6664.59,2.71
6667.30,2.71
6672.20,4.89
6676.11,3.92
6682.74,6.63
6692.98,10.24
6694.49,1.51
6696.59,2.11
6700.13,3.54
6702.39,2.26
6705.18,2.79
6708.64,3.46
6711.58,2.94
6715.72,4.14
6720.39,4.67
6722.87,2.48
6725.96,3.09
6729.20,3.24
6732.29,3.09
6737.48,5.20
6744.11,6.63
6748.10,3.99
6751.94,3.84
6755.48,3.54
6758.87,3.39
6772.57,13.71
6776.34,3.76
6784.40,8.06
6788.99,4.59
6795.77,6.78
6801.41,5.65
6806.84,5.42
6815.19,8.36
6821.67,6.48
6826.11,4.44
6831.61,5.50
6841.10,9.49
6849.76,8.66
6853.52,3.76
6859.17,5.65
6864.37,5.20
6870.69,6.33
6875.29,4.59
6879.88,4.59
6902.85,22.97
6905.63,2.79
6908.49,2.86
6913.61,5.12
6918.51,4.89
6928.67,10.17
6933.87,5.20
6939.59,5.72
6944.86,5.27
6959.92,15.06
6972.35,12.42
6978.37,6.02
6983.95,5.57
6990.87,6.93
6996.14,5.27
7001.79,5.65
7006.01,4.22
7009.17,3.16
7012.33,3.16
7015.72,3.39
7022.35,6.63
7028.83,6.48
7034.40,5.57
7045.39,10.99
7058.34,12.95
7063.99,5.65
7068.81,4.82
7075.36,6.55
7079.58,4.22
7083.34,3.76
7086.88,3.54
7092.46,5.57
7096.82,4.37
7106.01,9.19
7111.13,5.12
7115.12,3.99
7120.62,5.50
7127.62,7.00
7135.68,8.06
7147.95,12.27
7160.98,13.03
7164.98,4.00
7185.45,20.47
7190.20,4.74
7194.34,4.14
7198.25,3.92
7203.00,4.74
7213.10,10.10
7217.32,4.22
7220.79,3.47
7224.56,3.77
7228.44,3.88
7232.55,4.11
7236.58,4.03
7238.92,2.34
7244.31,5.39
7248.87,4.56
7252.86,4.00
7259.69,6.82
7264.70,5.01
7270.58,5.88
7280.57,9.99
7290.03,9.46
7295.91,5.88
7299.53,3.62
7304.88,5.35
7310.38,5.50
7313.59,3.20
7318.90,5.31
7322.14,3.24
7324.78,2.64
7330.66,5.88
7336.58,5.92
7345.96,9.39
7350.64,4.67
7356.03,5.39
7358.32,2.30
7361.45,3.13
7364.62,3.17
7367.79,3.17
7374.12,5.00
7408.00,35.55
7410.34,2.00
7414.82,4.49
7417.50,2.68
7419.80,2.30
7423.87,4.07
7426.66,2.79
7430.24,3.58
7432.54,2.30
7438.42,5.88
7442.04,3.62
7446.49,4.45
7460.58,14.10
7464.13,3.54
7467.29,3.17
7470.91,3.62
7473.74,2.83
7477.24,3.51
7479.92,2.68
7483.50,3.58
7487.72,4.22
7489.87,2.15
7495.33,5.47
7500.80,5.47
7511.54,10.74
7515.31,3.77
7518.36,3.05
7521.98,3.62
7524.66,2.68
7529.18,4.52
7531.33,2.15
7534.23,2.90
7536.95,2.71
7540.07,3.13
7544.14,4.07
7550.02,5.88
7554.09,4.07
7557.34,3.24
7560.43,3.09
7562.61,2.19
7566.76,4.15
7569.06,2.30
7574.94,5.88
7577.73,2.79
7579.84,2.11
7583.98,4.15
7593.48,9.50
7597.03,3.54
7599.32,2.30
7602.42,3.09
7604.30,1.88
7607.58,3.28
7615.57,7.99
7618.36,2.79
7629.18,10.82
7634.68,5.50
7638.30,3.62
7644.55,6.26
7647.68,3.13
7650.92,3.24
7654.58,3.66
7660.46,5.88
7664.49,4.03
7669.85,5.35
7672.18,2.34
7675.76,3.58
7679.34,3.58
7684.92,5.58
7691.07,6.14
7695.25,4.18
7699.77,4.52
7704.33,4.56
7707.05,2.71
7726.38,19.34
7731.47,5.09
7735.96,4.49
7740.40,4.45
7744.51,4.11
7749.04,4.52
7752.13,3.09
7755.82,3.69
7757.63,1.81
7759.85,2.22
7763.58,3.73
7767.09,3.51
7772.14,5.05
7773.91,1.77
7777.12,3.20
7781.11,4.00
7783.94,2.83
7788.39,4.45
7793.29,4.90
7796.15,2.86
7799.24,3.09
7803.76,4.52
7806.93,3.17
7812.36,5.43
7817.33,4.98
7819.59,2.26
7822.86,3.27
7825.99,3.13
7841.37,15.38
7845.97,4.60
7854.48,8.52
7860.40,5.92
7863.64,3.24
7868.05,4.41
7871.29,3.24
7874.35,3.05
7877.66,3.32
7882.19,4.52
7885.81,3.62
7907.86,22.05
7911.96,4.11
7917.39,5.43
7923.31,5.92
7925.95,2.64
7930.92,4.98
7933.22,2.30
7937.33,4.11
7941.89,4.56
7944.11,2.22
7946.79,2.68
7950.52,3.73
7954.06,3.54
7959.00,4.94
7962.24,3.24
7970.31,8.07
7974.46,4.15
7980.30,5.84
7987.57,7.27
7992.51,4.94
7997.45,4.94
8005.59,8.14
8008.98,3.39
8041.98,33.00
8044.98,3.00
8051.27,6.29
8054.44,3.17
8059.00,4.56
8062.54,3.54
8069.82,7.27
8073.43,3.62
8076.56,3.13
8081.69,5.13
8086.10,4.41
8093.78,7.69
8097.85,4.07
8100.68,2.83
8104.75,4.07
8107.01,2.26
8112.21,5.20
8114.92,2.71
8124.52,9.61
8133.68,9.15
8138.05,4.37
8202.55,64.50
8233.55,31.00
8238.37,4.82
8240.25,1.88
8243.42,3.16
8251.25,7.84
8255.17,3.92
8258.86,3.69
8262.03,3.16
8264.74,2.71
8271.90,7.16
8277.78,5.88
8280.11,2.34
8283.65,3.54
8290.89,7.23
8292.92,2.03
8295.48,2.56
8298.04,2.56
8301.28,3.24
8304.97,3.69
8309.87,4.90
8314.54,4.67
8317.63,3.09
8321.25,3.62
8325.32,4.07
8329.46,4.14
8333.91,4.45
8336.62,2.71
8340.24,3.62
8342.80,2.56
8346.04,3.24
8348.75,2.71
8353.27,4.52
8357.34,4.07
8359.52,2.18
8365.48,5.95
8369.39,3.92
8373.69,4.29
8376.33,2.64
8382.58,6.25
8387.55,4.97
8394.94,7.38
8398.03,3.09
8403.00,4.97
8407.14,4.14
8410.76,3.62
8415.66,4.90
8418.44,2.79
8421.53,3.09
8426.88,5.35
8430.20,3.32
8435.17,4.97
8438.26,3.09
8443.76,5.50
8446.47,2.71
8449.56,3.09
8453.18,3.62
8456.87,3.69
8459.96,3.09
8466.21,6.25
8470.73,4.52
8473.52,2.79
8478.42,4.90
8482.64,4.22
8484.82,2.18
8488.67,3.84
8494.02,5.35
8497.93,3.92
8503.66,5.73
8508.78,5.12
8512.10,3.32
8530.32,18.22
8536.64,6.32
8549.26,11.61
8584.83,37.58
8589.46,3.63
8593.47,4.01
8598.44,4.97
8604.32,5.87
8612.00,7.68
8615.61,3.61
8623.23,7.62
8627.36,4.12
8635.04,7.68
8640.85,5.82
8646.33,5.48
8650.85,4.52
8656.27,5.42
8662.09,5.82
8666.55,4.46
8674.17,7.62
8677.95,3.78
8681.23,3.28
8684.67,3.44
8687.95,3.28
8691.17,3.22
8695.12,3.95
8698.96,3.84
8701.84,2.88
8705.91,4.07
