depth,thickness
9224.08,3.58
9230.34,6.26
9234.37,4.02
9237.50,3.13
9241.52,4.02
9244.65,3.13
9247.33,2.68
9250.91,3.58
9253.59,2.68
9257.17,3.58
9260.30,3.13
9263.88,3.58
9268.35,4.47
9276.40,8.05
9280.87,4.47
9284.45,3.58
9288.92,4.47
9293.39,4.47
9297.86,4.47
9304.57,6.71
9345.25,40.69
9348.54,3.29
9393.54,45.00
9395.78,2.24
9398.46,2.68
9400.25,1.79
9402.93,2.68
9405.17,2.24
9406.51,1.34
9407.85,1.34
9409.19,1.34
9410.53,1.34
9412.77,2.24
9416.34,3.58
9418.58,2.24
9425.29,6.71
9426.63,1.34
9429.76,3.13
9431.99,2.24
9435.57,3.58
9438.25,2.68
9442.72,4.47
9444.96,2.24
9448.54,3.58
9452.11,3.58
9453.90,1.79
9456.58,2.68
9459.27,2.68
9462.84,3.58
9465.08,2.24
9467.76,2.68
9471.79,4.02
9475.81,4.02
9480.73,4.92
9494.73,14.00
9500.40,5.67
9506.66,6.26
9510.69,4.02
9515.60,4.92
9522.76,7.15
9533.49,10.73
9537.51,4.02
9543.33,5.81
9547.35,4.02
9554.50,7.15
9562.10,7.60
9565.68,3.58
9567.92,2.24
9571.05,3.13
9574.62,3.58
9579.09,4.47
9584.01,4.92
9587.14,3.13
9590.27,3.13
9592.96,2.68
9595.19,2.24
9597.87,2.68
9601.00,3.13
9603.69,2.68
9608.16,4.47
9612.18,4.02
9616.21,4.02
9627.83,11.63
9633.20,5.37
9637.67,4.47
9640.35,2.68
9643.93,3.58
9651.53,7.60
9655.55,4.02
9658.68,3.13
9663.60,4.92
9671.20,7.60
9673.88,2.68
9678.35,4.47
9680.59,2.24
9682.83,2.24
9686.85,4.02
9689.98,3.13
9693.56,3.58
9700.26,6.71
9702.05,1.79
9704.73,2.68
9706.97,2.24
9709.21,2.24
9710.99,1.79
9715.02,4.02
9718.15,3.13
9721.28,3.13
9723.96,2.68
9727.09,3.13
9731.11,4.02
9735.14,4.02
9738.71,3.58
9742.74,4.02
9744.97,2.24
9749.00,4.02
9752.13,3.13
9754.81,2.68
9757.05,2.24
9760.18,3.13
9764.20,4.02
9771.80,7.60
9774.93,3.13
9777.61,2.68
9780.74,3.13
9783.87,3.13
9787.00,3.13
9790.58,3.58
9793.71,3.13
9796.84,3.13
9799.97,3.13
9803.10,3.13
9806.23,3.13
9812.04,5.81
9815.17,3.13
9826.24,11.07
9830.37,4.13
9833.94,3.58
9837.07,3.13
9839.75,2.68
9843.77,4.02
9846.45,2.68
9849.58,3.13
9851.82,2.23
9855.39,3.58
