depth,thickness
9204.61,61.22
9208.13,3.52
9214.36,6.23
9222.50,8.14
9232.90,10.40
9237.42,4.52
9244.65,7.23
9250.53,5.88
9254.15,3.62
9258.22,4.07
9263.64,5.42
9267.71,4.07
9275.39,7.68
9280.82,5.42
9294.38,13.56
9298.90,4.52
9308.39,9.49
9319.24,10.85
9325.12,5.88
9334.16,9.04
9346.82,12.66
9353.15,6.33
9409.20,61.00
9415.98,1.78
9420.50,4.52
9425.92,5.41
9431.78,5.87
9436.29,4.51
9448.48,12.18
9452.99,4.51
9457.05,4.06
9461.56,4.51
9471.94,10.38
9484.57,12.63
9490.89,6.32
9496.30,5.41
9499.91,3.61
9503.97,4.06
9507.58,3.61
9515.25,7.67
9518.41,3.16
9528.79,10.38
9537.81,9.02
9548.19,10.38
9603.69,55.50
9618.58,14.89
9627.15,8.57
9632.12,4.96
9646.10,13.99
9690.77,44.67
9697.09,6.32
9700.25,3.16
9706.56,6.32
9711.08,4.51
9720.55,9.48
9730.48,9.93
9742.21,11.73
9755.74,13.54
9759.81,4.06
9766.57,6.77
9771.09,4.51
9776.05,4.96
9784.17,8.12
9790.94,6.77
9799.51,8.57
9806.28,6.77
9811.69,5.41
9818.01,6.32
9825.68,7.67
9829.74,4.06
9835.16,5.41
9838.77,3.61
9844.18,5.41
9848.69,4.51
9855.01,6.32
9860.88,5.87
9864.48,3.61
9873.51,9.02
9877.57,4.06
9883.44,5.87
9887.04,3.61
9895.62,8.57
9901.48,5.87
9904.19,2.71
9913.67,9.48
9919.08,5.41
9923.59,4.51
9931.26,7.67
9936.68,5.41
9941.19,4.51
9945.25,4.06
9949.76,4.51
9953.37,3.61
9961.04,7.67
9965.10,4.06
9970.07,4.96
9975.93,5.87
9982.70,6.77
9985.41,2.71
9988.57,3.16
9993.08,4.51
9997.59,4.51
10001.65,4.06
10007.97,6.32
10015.64,7.67
10021.05,5.41
10033.69,12.63
10047.22,13.54
10051.73,4.51
10056.70,4.96
10063.01,6.32
10067.07,4.06
10076.10,9.02
10083.77,7.67
10087.83,4.06
10095.50,7.67
10100.46,4.96
10106.33,5.87
10123.93,17.60
10128.44,4.51
10132.50,4.06
10136.11,3.61
10141.07,4.96
10145.58,4.51
10149.19,3.61
10155.06,5.87
10158.67,3.61
10163.63,4.96
10168.60,4.96
10174.46,5.87
10178.52,4.06
10184.39,5.87
10189.35,4.96
10193.86,4.51
10200.63,6.77
10203.79,3.16
10206.95,3.16
10210.56,3.61
10215.52,4.96
10218.68,3.16
10224.54,5.87
10228.15,3.61
10232.67,4.51
10237.18,4.51
10242.14,4.96
10246.65,4.51
10249.81,3.16
10254.32,4.51
10260.19,5.87
10270.12,9.93
10280.49,10.38
10295.83,15.34
10353.35,57.52
10360.35,7.00
10370.28,9.93
10405.38,35.10
10410.44,5.06
10415.40,4.96
10419.46,4.06
10424.43,4.96
10428.04,3.61
10433.45,5.41
10447.89,14.44
10453.30,5.41
10460.97,7.67
10470.00,9.02
10477.67,7.67
10485.34,7.67
10493.46,8.12
10496.17,2.71
10499.78,3.61
10506.55,6.77
10510.16,3.61
10518.28,8.12
10523.24,4.96
10533.62,10.38
10538.13,4.51
10544.90,6.77
10551.22,6.32
10556.18,4.96
10561.14,4.96
10567.01,5.87
10574.68,7.67
10580.99,6.32
10589.57,8.57
10598.59,9.02
10604.46,5.87
10611.23,6.77
10618.44,7.22
10622.51,4.06
10628.82,6.32
10633.33,4.51
10637.85,4.51
10643.71,5.87
10651.83,8.12
10655.89,4.06
10665.82,9.93
10672.59,6.77
10688.38,15.79
10709.59,21.21
10714.10,4.51
10717.71,3.61
10733.50,15.79
10741.82,8.32
10758.07,16.25
10761.64,3.57
10767.18,5.55
10776.30,9.11
10783.04,6.74
10789.77,6.74
10794.92,5.15
10797.30,2.38
10801.26,3.96
10803.64,2.38
10807.21,3.57
10811.17,3.96
10815.13,3.96
10819.10,3.96
10822.66,3.57
10828.21,5.55
10831.78,3.57
10837.33,5.55
10845.65,8.32
10853.18,7.53
10868.24,15.06
10874.18,5.94
10877.35,3.17
10882.11,4.76
10886.46,4.36
10893.60,7.13
10898.75,5.15
10904.69,5.94
10908.26,3.57
10913.81,5.55
10918.96,5.15
10924.90,5.94
10927.68,2.77
10931.24,3.57
10936.79,5.55
10943.53,6.74
10949.47,5.94
10959.38,9.91
10964.93,5.55
10972.46,7.53
10977.61,5.15
10981.17,3.57
10983.95,2.77
10987.51,3.57
10991.87,4.36
10997.42,5.55
11003.37,5.94
11006.54,3.17
11011.29,4.76
11018.42,7.13
11021.99,3.57
11025.16,3.17
11031.50,6.34
11033.88,2.38
11037.45,3.57
11044.18,6.74
11050.92,6.74
11055.28,4.36
11061.62,6.34
11068.36,6.74
11073.11,4.76
11076.28,3.17
11079.85,3.57
11084.21,4.36
11090.55,6.34
11181.55,91.00
11184.11,2.56
11190.31,6.21
11194.72,4.41
11202.93,8.21
11209.47,6.54
11212.81,3.34
11216.42,3.60
11221.82,5.41
11226.63,4.81
11232.51,5.87
11236.91,4.41
11241.25,4.34
11244.59,3.34
11248.06,3.47
11255.87,7.81
11264.88,9.01
11284.93,20.05
11293.19,8.26
11302.80,9.61
11314.75,11.95
11320.83,6.08
11333.84,13.02
11340.19,6.34
11344.86,4.67
11349.13,4.27
11354.07,4.94
11359.01,4.94
11366.42,7.41
11371.43,5.01
11378.77,7.34
11394.46,15.69
11398.67,4.21
11403.07,4.41
11409.08,6.01
11415.89,6.81
11419.83,3.94
11426.10,6.27
11431.84,5.74
11436.52,4.67
11445.26,8.75
11456.81,11.55
11461.22,4.41
11480.58,19.36
11484.05,3.47
11491.06,7.01
11495.67,4.61
11498.87,3.20
11501.74,2.87
11505.01,3.27
11508.48,3.47
11512.22,3.74
11519.10,6.88
11524.97,5.87
11528.91,3.94
11533.98,5.07
11545.33,11.35
11556.28,10.95
11611.16,54.87
11618.17,7.01
11621.10,2.94
11623.97,2.87
11626.84,2.87
11629.58,2.74
11632.79,3.20
11638.66,5.87
11648.07,9.41
11655.62,7.54
11665.56,9.95
11680.85,15.29
11686.39,5.54
11694.20,7.81
11697.94,3.74
11700.81,2.87
11703.82,3.00
11707.29,3.47
11711.49,4.21
11714.50,3.00
11718.90,4.41
11724.51,5.61
11728.38,3.87
11732.46,4.07
11738.20,5.74
11744.00,5.81
11749.81,5.81
11757.76,7.94
11784.06,26.30
11787.66,3.60
11791.60,3.94
11799.55,7.94
11803.42,3.87
11807.02,3.60
11811.16,4.14
11816.64,5.47
11819.77,3.14
11825.38,5.61
11830.72,5.34
11838.20,7.48
11848.35,10.15
11852.55,4.21
11856.76,4.21
11862.03,5.27
11867.37,5.34
11872.51,5.14
11885.40,12.88
11891.34,5.94
11899.02,7.68
11912.77,13.75
11922.11,9.35
11931.93,9.81
11942.08,10.15
11950.22,8.14
11956.96,6.74
11961.97,5.01
11974.59,12.62
11978.46,3.87
11983.53,5.07
11988.34,4.81
11994.75,6.41
11997.68,2.94
12001.69,4.01
12009.37,7.68
12019.85,10.48
12027.39,7.54
12033.80,6.41
12038.61,4.81
12041.21,2.60
12044.95,3.74
12048.42,3.47
12052.49,4.07
12059.30,6.81
12070.92,11.62
12074.26,3.34
12082.20,7.94
12096.62,14.42
12104.70,8.08
12118.12,13.42
12124.86,6.74
12129.87,5.01
12136.61,6.74
12143.22,6.61
12153.90,10.68
12159.72,5.82
12168.72,9.00
12183.74,15.02
12190.41,6.68
12197.82,7.41
12201.76,3.94
12207.37,5.61
12213.38,6.01
12218.45,5.07
12223.26,4.81
12231.34,8.08
12235.94,4.61
12244.69,8.75
12249.16,4.47
12256.50,7.34
12259.98,3.47
12265.38,5.41
12271.53,6.14
12278.80,7.28
12286.75,7.94
12290.15,3.40
12293.69,3.54
12296.89,3.20
12300.16,3.27
12313.38,13.22
12323.93,10.55
12328.80,4.87
12343.62,14.82
12346.69,3.07
12352.57,5.87
12358.84,6.28
12372.26,13.42
12375.87,3.60
12382.68,6.81
12389.49,6.81
12394.63,5.14
12400.50,5.87
12405.44,4.94
12412.79,7.34
12419.46,6.68
12423.80,4.34
12428.74,4.94
12433.08,4.34
12441.36,8.28
12459.92,18.56
12474.67,14.75
12488.76,14.09
12500.84,12.08
12507.58,6.74
12510.85,3.27
12516.53,5.67
12524.00,7.48
12533.15,9.15
12540.63,7.48
12546.50,5.87
12551.47,4.97
12555.53,4.06
12561.85,6.32
12569.53,7.68
12574.05,4.52
12580.82,6.77
12588.95,8.13
12594.37,5.42
12600.24,5.87
12606.11,5.87
12611.98,5.87
12621.92,9.93
12626.88,4.97
12647.20,20.32
12657.14,9.93
12667.98,10.84
12681.53,13.55
12689.65,8.13
12692.81,3.16
12701.85,9.03
12704.56,2.71
12708.17,3.61
12711.33,3.16
12714.94,3.61
12717.65,2.71
12721.26,3.61
12724.43,3.16
12730.30,5.87
12735.72,5.42
12783.59,47.87
12790.81,7.23
12795.32,4.52
12799.39,4.06
12801.65,2.26
12805.26,3.61
12807.97,2.71
12813.84,5.87
12823.32,9.48
12825.58,2.26
12831.00,5.42
12835.97,4.97
12838.68,2.71
12843.64,4.97
12846.35,2.71
12850.87,4.52
12854.48,3.61
12857.64,3.16
